f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,y
-1.9923,1.1144,-1.126,-0.3937,-0.6056,-1.4091,1.5658,-0.7497,-0.5342,0.9219,0
0.2302,-0.951,1.1219,-1.1445,1.0174,-0.5345,1.051,-1.0902,-1.214,-0.3668,0
-1.5643,0.1325,-0.9298,1.8288,0.3435,-1.2143,-0.223,1.0181,0.8569,-1.0002,0
-0.4195,-0.2868,-0.3467,-1.4384,0.2701,-0.3833,1.2715,-0.9197,1.0675,-0.0574,0
0.564,0.1541,-0.2194,-0.5114,2.5332,-1.1049,0.6801,-1.5817,0.314,0.884,0
0.7065,1.3141,1.1986,-0.0966,0.4745,0.3137,0.4147,0.0077,-1.4074,0.2796,0
0.2826,-1.5559,-1.5088,-0.1693,0.2245,0.2798,1.9644,-0.721,0.6386,0.9681,0
-1.1266,-2.2068,1.2534,-0.2865,0.8081,-0.8925,0.7461,-0.1743,0.0908,-0.1044,0
0.9312,-0.5129,1.7368,0.9788,2.2783,1.2163,0.3947,1.1947,0.1966,-0.0688,1
-0.291,0.0607,-0.7586,0.3731,-0.7519,0.1866,0.4698,0.9501,0.1584,1.1744,0
0.6301,0.5514,0.4819,0.2564,0.1022,0.1713,-0.4305,-0.8239,0.4544,-0.5593,0
0.1397,0.7894,-1.0451,-0.7995,-0.8406,0.8899,-1.1218,-1.3726,-0.0703,0.0664,0
0.5682,1.3163,-0.1296,1.6658,2.3262,0.1729,-0.7504,1.4533,1.8341,-0.4569,1
-1.6599,-0.0576,-0.7768,-1.0199,0.4928,2.1773,-0.2133,-1.3533,-1.134,0.4329,0
0.8161,0.9562,-0.7688,-0.2598,-0.5711,0.4101,0.6179,0.3999,-0.2678,-2.1144,0
-0.8865,1.7595,0.0379,-0.3209,-0.7714,-0.0716,-1.2786,-0.7584,-0.3859,-1.1274,0
1.4445,-0.6428,-0.5004,-0.2266,0.9537,-0.6897,-1.3087,0.4151,0.0347,1.7753,0
0.753,0.9405,-0.9106,-0.1304,-0.3483,0.5835,0.3859,0.1933,-0.444,0.61,0
0.1964,0.7882,-0.2336,1.5425,-0.7422,0.6794,-0.2926,0.2932,-0.9377,-0.1625,0
-0.0428,-0.1814,-1.1354,0.6603,-0.0534,-0.7529,0.393,-0.7775,0.688,1.2546,0
-0.8798,-0.7734,0.9975,-0.4247,-0.5746,-0.8127,-1.125,0.6877,-2.5944,-0.5068,0
-0.4232,-1.9414,1.0839,-2.5495,-0.6563,-0.1701,-0.9733,-0.1175,1.7927,-0.7563,0
-0.4001,-0.596,-0.0981,1.651,-0.3103,-0.2644,-0.0012,0.6082,-0.8671,-1.2237,0
0.534,-1.4395,0.9036,-0.7188,2.1031,-0.803,0.0635,-1.2195,1.0219,-0.9897,0
-0.7596,1.9237,-1.9524,0.6821,-0.5247,-1.1839,0.2848,0.4101,-0.2702,1.1914,0
-0.0538,1.5389,0.9668,0.0563,0.8314,-1.5982,0.1291,-1.0121,0.8714,0.7288,0
-0.2312,0.9399,-0.2059,0.6747,0.8321,-1.2123,-0.0418,0.2039,-0.8865,-0.8409,0
1.2374,-1.8056,1.2156,-0.4607,0.0618,-1.4224,0.5824,0.712,2.2126,-0.8458,0
-0.787,-1.404,0.317,-0.1227,-0.4492,-1.1219,0.3706,1.7002,-0.3895,1.2289,0
1.2153,-0.1835,0.4047,0.8,-0.8644,-1.6885,0.2051,1.4891,0.6366,-0.3603,0
-0.1553,0.1292,1.1145,-0.2821,1.3053,-0.3381,-0.4686,0.3897,-0.1747,0.1859,0
-0.1372,-2.0247,1.5577,-0.7126,-0.0206,0.3555,-0.1637,0.196,1.0423,-0.299,0
0.4045,0.705,-0.6533,0.8993,-0.6055,0.8467,0.3395,-2.2537,-1.1696,-0.4461,0
-0.6391,0.1852,4.9536,1.5856,1.6701,1.3022,-1.0445,1.8243,-2.4983,-1.5644,1
-0.8123,-0.357,0.0841,-1.1222,-0.4204,-1.1194,-0.2401,0.0548,-0.8621,0.6272,0
-1.8749,0.0568,0.5515,0.6548,-0.4491,1.1823,0.5316,0.241,-0.5349,0.9166,0
-0.5073,-0.1327,0.054,1.5161,1.432,0.6897,-1.3466,1.1628,-0.5035,1.6825,0
-0.5913,-0.4608,0.1605,-0.1268,-2.3283,1.2901,0.2873,-0.7872,-0.7544,-0.5638,0
-1.5618,-1.3335,1.5911,1.9206,-0.4525,-1.6091,-0.2934,-0.196,0.4516,0.5922,0
0.8901,1.0077,0.3822,-0.4857,1.7023,0.9088,0.1016,-0.6732,0.164,-0.414,0
0.1928,0.0541,-1.7095,0.0766,0.6522,1.1398,-0.4112,-0.266,1.598,-0.4065,0
0.5211,-0.0886,0.433,-0.0221,0.5927,1.03,-0.256,0.1988,0.1056,-1.5164,0
-0.8333,-0.731,-1.0064,0.1593,0.5323,-1.522,-1.1242,0.9138,-1.7077,-3.6132,0
1.1533,1.0616,0.5264,1.0144,-0.4262,0.5489,-0.6698,-0.7312,0.1581,1.178,0
0.6831,0.3246,-0.2909,0.7318,-0.5932,-1.0489,1.4083,-0.2386,0.1048,-0.8482,0
-0.4536,0.542,0.6632,0.033,-1.1919,-0.9674,-0.7041,-1.0167,0.0507,-0.6094,0
0.5095,-1.6405,0.7745,0.4138,1.5454,0.4471,0.8284,1.0494,0.3525,0.0857,0
0.3663,-1.1147,-1.1886,1.1984,0.2739,1.0155,0.1415,-1.0504,0.3958,-0.2659,0
0.7456,-0.0803,-1.8313,-0.7826,0.8023,0.3202,-0.0389,1.0217,0.0694,0.926,0
0.4776,-0.0709,0.3954,0.0185,-1.0985,-0.0162,0.8626,0.1237,-0.8705,1.1918,0
-0.3322,-1.5293,1.0361,-1.3374,-0.5618,-0.9119,-2.0631,1.7336,2.324,1.4246,0
1.7764,0.8893,-0.5461,-0.1901,0.243,-0.7602,-0.6169,-0.2494,0.2232,0.0143,0
1.2565,0.0966,-0.2939,-0.955,1.1242,0.8907,-1.4219,-0.7546,-0.4715,-2.4499,0
-0.6962,2.143,0.8567,-1.4203,0.7413,-0.3063,-0.9442,-0.4222,0.1844,-0.8144,0
-0.7227,-0.6024,-0.5326,1.3567,-0.3789,0.7331,-0.5469,-0.3199,-0.894,0.5459,0
0.3893,0.4966,-1.9637,0.1068,-0.1616,0.3906,-1.8322,0.7029,-1.195,1.1264,0
0.1471,1.9801,0.2389,-2.0221,-0.4667,0.2616,0.7059,0.2522,-1.9762,-0.2483,0
0.6547,0.1482,1.1541,0.6756,0.7094,0.4292,-0.4057,0.4193,-0.6984,0.5709,0
1.2419,-1.1438,0.5718,0.7119,-0.0541,1.6863,0.266,0.4776,1.1439,0.6938,0
0.2574,0.6138,0.6235,-1.8979,-1.8441,0.6854,0.5791,1.9234,1.6608,-0.8995,0
-0.5251,0.7795,0.1416,0.5233,0.9139,0.4242,1.3096,-1.5203,-0.5573,-0.0486,0
-1.1062,0.2264,0.2057,0.9572,0.4934,-1.0528,-0.8938,0.5024,-0.126,0.9864,0
0.5604,0.2591,0.9657,0.4724,1.6064,-0.5896,1.7043,-0.4024,-1.3373,0.1744,1
0.6754,-0.3198,0.4404,0.185,0.5421,-0.9451,-0.0889,0.7623,0.224,0.906,0
-0.3525,-0.969,1.381,-1.6899,-0.2787,-0.3152,-0.5189,-0.3719,0.8844,1.023,0
-0.6136,-0.5525,-1.1973,-0.221,-0.3812,-0.5149,-0.0491,-1.269,-0.6075,-0.1101,0
1.1197,-2.262,-0.5414,-0.0233,-0.6276,1.8557,-0.2987,-0.0348,-0.2369,0.9865,0
-0.1794,-0.9509,0.7049,-1.9302,1.4147,0.7838,-0.5593,0.3586,-0.1516,-1.0765,0
0.3119,0.2834,1.1816,-0.2804,-0.5588,0.8651,-0.8968,-0.9451,-0.6048,-0.3495,0
-1.4818,-1.7014,0.1313,-0.0426,1.0396,1.9007,-1.7357,0.8702,0.8719,1.535,0
-0.2207,1.9329,0.5048,0.8617,0.4486,-1.4042,-0.1752,1.5209,0.3617,-1.7258,0
-1.5693,1.7311,-0.1866,-0.4652,0.6436,-0.4234,1.0295,-1.45,-1.3004,-0.9935,0
1.041,0.2853,0.1695,-0.8831,-0.7056,0.2586,1.2122,-0.3938,-1.1426,0.3989,0
-0.5624,-2.2126,0.027,-1.3088,1.0601,-1.4654,0.9878,-0.2821,1.3055,0.2425,0
1.669,-0.6614,0.0872,0.407,-0.7525,-0.4695,0.1762,-0.2308,0.5394,-0.3402,0
-1.2265,0.0641,-0.1202,0.4974,-0.8726,1.0225,1.3921,0.7027,1.3038,-0.2115,0
1.0098,-0.0915,-0.627,-0.0146,1.1806,-0.8677,-0.1405,0.678,0.042,0.1858,0
0.5993,-2.1852,-0.2463,-0.4623,-0.0628,0.2885,-0.4774,1.7279,0.1666,0.0817,0
0.791,0.0738,0.9195,-0.4369,-1.2776,-1.141,0.4799,-1.4489,0.0431,-1.0726,0
0.6336,0.3723,-1.7583,0.5513,0.3707,0.0002,-1.4519,-0.5586,-0.8069,0.8503,0
0.68,0.4673,0.9816,0.9044,1.3314,0.4178,0.0601,-0.0112,-0.8421,0.6924,0
-0.5519,-2.4265,0.9115,-1.2106,-2.2963,-1.5722,-0.8763,0.6335,-0.3249,-0.3546,0
-0.2608,-0.0247,0.4746,1.0985,3.0366,0.3116,-0.0487,-0.4007,0.3847,-1.7732,0
-0.363,-0.4288,-0.137,1.3248,0.0408,0.3287,0.0529,0.1413,-0.7071,1.7262,0
0.8494,1.2696,0.3227,0.0581,-0.0906,-0.0044,-0.0236,0.2112,1.0634,-0.6408,0
0.8447,-0.827,-1.2585,0.5144,-0.5153,-0.2538,-0.2631,-0.6336,-0.684,1.0757,0
0.9346,-0.6317,-0.4345,-2.1906,0.9716,1.708,-1.3012,-0.9625,-0.0826,1.3498,0
-0.1399,0.1145,-0.3915,1.9922,-2.3342,-0.0256,-0.5344,-0.1945,-0.0682,1.6515,0
-0.0773,0.4351,-1.3528,0.0472,-0.984,-0.6049,-0.7019,0.1861,-1.5026,1.276,0
1.8274,-1.1731,1.0259,1.4592,0.6796,-0.2932,0.9206,0.1683,-0.6076,1.0045,0
-0.6881,1.126,-0.1586,-0.5968,-1.1386,0.2409,1.7224,-0.9577,0.4073,-0.1309,0
1.9283,0.715,-0.2686,0.4075,0.6402,1.5658,0.7262,-1.0499,-1.0884,0.7632,0
0.9641,-0.4298,1.4135,-0.9041,-1.738,-0.1056,0.4332,-1.531,0.7044,-0.3654,0
1.0976,-0.0183,2.2214,-0.6766,-0.4005,1.7352,-0.0293,-1.3648,0.0028,0.2429,0
1.6383,-3.4097,0.1681,-0.0071,-0.0186,-0.1658,1.4982,0.3624,0.6302,-1.0735,0
-0.5198,-0.4166,0.3111,-0.5305,0.3976,0.1864,1.0348,-0.3123,-0.5746,-2.0687,0
-0.642,-0.2036,0.9785,1.1086,0.2139,-0.9846,1.4586,-0.6065,-0.3269,0.636,0
2.0887,-0.7117,-0.3695,-0.5596,0.3722,-0.686,-0.4774,0.5927,-0.2834,-0.4451,0
-0.6814,-0.5167,-0.076,-0.8599,0.4989,-0.1154,-0.1707,0.0829,-0.4192,1.1986,0
0.478,0.2351,-0.6812,0.142,0.991,1.6824,0.4303,-1.5989,-1.3375,-0.1506,0
0.3745,1.414,1.5502,-0.4489,0.6036,-0.5811,0.2599,1.8719,-0.4886,-1.1616,0
-1.4439,0.7139,0.2906,-1.317,-1.7424,0.4733,-0.0113,-0.5066,-0.7294,0.3141,0
-0.1177,-0.4052,-0.0127,0.7734,1.4832,0.6604,0.2674,0.0366,-0.6814,0.5581,0
1.0995,0.3938,0.7731,0.3774,0.7932,-1.5347,-1.9438,-0.0279,-1.3875,0.0692,0
0.2957,-0.9414,1.8496,1.2546,-0.443,-0.2889,-0.5294,1.7093,-0.936,-0.3211,0
2.3532,1.2969,1.0222,1.3799,0.2011,-0.6143,-0.513,0.1096,-0.3128,-0.5753,0
0.9286,0.0991,0.3145,1.4276,1.6017,-1.0017,-0.4177,1.8126,-0.0795,0.0416,1
0.2468,0.7092,1.5574,-1.2807,0.4117,-0.3314,-0.1241,0.5462,-1.1247,0.0065,0
2.265,-0.5022,-0.274,0.2041,-1.3949,-0.0366,0.2593,-1.0883,-0.4676,0.7482,0
1.672,0.5526,0.5271,0.5947,1.1954,0.7364,0.2495,-1.2452,1.3609,-0.8518,1
-0.9532,-1.3205,-0.5336,-0.0654,-0.8229,-0.5523,-0.5186,0.9586,1.1124,-0.825,0
1.7133,0.442,0.2351,2.6946,1.099,0.3057,-0.6084,-1.7976,-0.3818,-0.9192,0
-0.5673,0.9748,-0.5651,0.5753,0.2229,-0.5495,1.0831,0.6155,-0.329,-0.6598,0
-1.7139,-0.0514,1.9296,-0.7098,0.3415,1.1473,0.4129,0.7122,-0.72,0.7157,0
-0.2908,-0.3596,-0.4508,0.2619,-0.2219,-0.0092,0.5066,0.1684,0.2987,-0.5822,0
-1.2477,0.8653,-0.4044,-0.0687,0.3361,0.7663,0.5968,1.7765,1.3148,0.1239,0
0.5565,0.8769,0.2402,-0.5394,0.1264,0.7981,0.3606,0.5994,0.0934,0.9575,0
1.9713,0.0634,-0.4208,-1.4697,-0.2099,0.6825,-0.7722,-1.0182,0.0526,-1.4036,0
1.2027,2.898,0.5912,-1.5381,0.8009,-1.1371,0.5295,-0.1195,0.715,0.7317,0
-0.4896,0.4417,1.299,-0.1337,-1.08,-0.9485,-0.0952,0.0658,0.7682,0.3655,0
-1.1142,-0.1091,1.457,-1.2962,0.2559,0.7794,-0.0307,0.8368,-0.581,-1.5341,0
0.007,-0.8987,1.446,0.4248,0.0823,-0.7688,-0.7364,1.5705,0.7705,0.5394,0
3.0176,-0.5899,0.6057,0.0111,0.2131,0.9106,-0.5234,-1.9918,0.0042,1.6577,0
0.2617,-0.5282,-0.8246,0.5878,-2.012,0.1812,0.8017,1.4893,-0.3855,-2.4194,0
-0.3372,-0.3153,-0.0921,-0.6866,-0.6976,-2.26,-1.6238,0.6126,-1.4904,1.002,0
0.0028,0.2159,-0.4975,-0.929,0.0912,-0.0652,-0.8355,1.3164,0.4485,-0.8677,0
0.4758,-1.3399,-1.2603,0.4853,-0.7419,-0.7881,0.3824,-0.3181,-0.1916,0.6501,0
-1.2127,2.0246,-0.009,0.6156,0.0987,0.1897,2.47,0.3151,1.3035,-1.8124,0
1.7859,-0.2082,0.8022,-0.0595,0.2775,-0.8011,1.1451,0.9372,0.1045,-2.6368,0
1.5202,2.8907,1.2164,0.7662,0.8954,1.7852,-0.7287,1.2215,-0.0101,0.7634,1
-1.7887,-1.6742,-0.0875,0.5163,-0.163,-1.5169,-0.0347,-0.0984,0.6963,0.4865,0
0.6235,0.0068,-1.125,-0.4741,-0.6642,-0.9017,0.8758,1.4767,1.3863,-0.5081,0
0.3441,0.428,-0.4689,-0.1685,-0.526,1.5646,-0.5329,-0.5989,0.3123,-0.9753,0
0.0568,1.5712,3.2929,1.3419,2.5025,0.4288,-1.4231,0.3247,1.3549,0.1339,1
-0.0554,2.8278,-0.3814,1.0641,0.4779,0.0598,0.1187,-0.1818,0.9404,0.6591,0
0.3834,1.1345,-0.3352,0.7188,-0.3269,0.0446,-0.6458,1.5319,-1.4296,0.8457,0
1.8056,0.4423,0.3921,-0.7709,2.0686,-0.4941,0.0233,1.1377,-0.2309,1.5537,0
-1.2398,1.2772,-1.2429,-0.6494,0.6833,-0.7198,0.5642,1.4429,-1.8628,0.9987,0
-0.5157,-0.5365,-0.3451,1.9149,-0.0103,1.3019,0.5608,-0.4698,1.3337,3.3468,0
0.5374,-0.156,1.6045,0.6641,0.1617,-2.2478,-0.1046,0.1337,-1.959,0.1012,0
-2.2505,0.2434,-0.0221,-0.067,1.2308,0.4225,0.1691,1.7786,0.3241,0.2976,0
-1.1753,0.6959,-0.9277,0.4001,1.925,-1.4803,0.1336,-1.0674,0.1362,-0.3631,0
0.5204,-1.0906,-1.1194,-0.666,1.4232,0.4565,1.3819,-0.1579,-0.298,-1.1088,0
1.4946,-1.0818,0.0274,0.3832,-0.6176,0.3633,0.7866,1.0896,-0.6118,1.3735,0
-0.0311,-0.2386,0.0026,-1.2171,-0.4348,-0.0708,0.0133,-1.7449,-0.849,-0.4583,0
0.1879,0.9073,1.7634,-2.131,-1.6702,-0.1843,0.9947,0.3561,1.7292,-0.1017,0
-0.873,0.1577,-2.0155,1.3485,-1.533,0.549,-0.2711,-0.7346,1.2662,0.3428,0
-0.5593,-0.5792,-1.4236,0.8489,1.3361,-1.2604,0.9517,0.6741,0.6784,-0.5718,0
-1.0687,-0.3932,0.2781,0.1839,-0.5245,0.9391,-0.2776,-0.2845,2.0666,-1.5353,0
0.1724,-0.4664,0.3052,0.5586,0.1974,1.2779,2.3568,0.9469,-0.2015,-0.7855,1
0.6534,-0.5985,0.7509,0.0739,-0.112,0.1993,0.7512,0.6427,-0.4989,1.3622,0
-1.2335,-0.3973,-1.1973,-0.0174,-0.1221,0.492,1.0194,-0.4431,0.0861,0.9802,0
-0.441,1.6697,1.0658,0.4315,-1.036,-1.4278,-1.2315,0.9199,-0.6822,-0.0656,0
-0.8449,1.1064,0.2605,-0.0953,-1.744,-0.9369,-0.2209,-0.4401,1.11,1.1927,0
0.515,-0.5541,-0.2637,1.3224,0.3166,-0.7655,0.1112,-0.0624,-1.0921,-0.0693,0
0.3068,-1.9538,0.1021,-0.6335,-0.3067,-1.4792,1.6916,-0.7204,0.4136,-0.8677,0
-0.7014,-0.7544,0.0659,0.8568,-0.9731,-0.4412,-2.0407,1.2933,-1.1389,0.9908,0
0.0178,-0.2064,0.6593,-0.715,0.2533,0.398,1.0826,-1.3568,-0.514,0.0765,0
0.1399,0.4136,-0.4363,0.1508,-0.8862,-0.0847,0.4548,0.5317,0.3699,0.8725,0
-1.204,0.2929,1.5792,0.4553,0.226,0.1573,0.7934,-0.4524,1.0011,-0.902,0
0.9848,2.6647,-2.2201,-0.5595,-0.2275,-0.4153,1.0901,-1.064,0.2013,-1.1795,0
1.7909,-0.4788,2.1866,2.0998,1.059,-0.7835,0.261,-0.5994,0.9522,-0.684,0
0.144,-1.8098,0.5231,-1.2924,1.9665,0.7052,0.4552,-0.0226,-2.1496,0.1732,0
-0.4083,0.7506,-1.0341,-2.4548,0.1299,0.1755,-0.8152,0.3567,0.4451,-1.8027,0
0.4566,-0.7304,-1.1754,0.0479,-0.8114,0.2535,0.0534,0.8759,2.1807,-1.5697,0
1.0191,0.0879,0.1761,0.6563,-0.8438,-0.5048,-0.5249,-0.7159,0.287,0.4109,0
0.3263,0.6777,0.6387,-1.8466,0.851,1.286,-0.5888,-0.8318,1.7689,-0.6265,0
0.9771,-0.5865,1.695,0.7178,0.0628,-0.5264,-0.7549,-0.7959,-1.143,-0.9786,0
-0.3059,0.3083,0.5054,0.4059,1.0111,0.1311,0.8394,-0.0187,0.0536,-1.5098,0
-0.6975,0.1044,0.7581,0.6112,-2.0555,-0.8452,1.1744,1.0979,-0.769,0.6031,0
-1.3739,1.0364,-0.9775,0.3016,-0.7707,1.8004,-1.2983,0.257,1.4508,-1.5191,0
1.6689,-0.4522,1.3811,-0.3076,-0.7781,-1.0793,-0.3767,0.0247,0.295,-0.9773,0
-1.4604,1.2585,0.8821,-0.0302,-1.1083,-1.4998,-0.1885,0.1479,0.8481,-0.5648,0
0.4642,-2.0061,-0.9582,2.0615,1.208,0.5681,-0.631,-1.4081,-2.0815,-0.0991,0
0.3632,-0.2186,2.8656,0.9458,1.9586,0.7675,-0.0588,-1.0646,-0.1069,0.1651,0
0.4441,-0.6465,0.9382,0.4558,0.0855,0.3606,-0.0593,-2.346,1.0598,-0.5305,0
-1.4292,0.8594,-1.49,-0.1908,0.1692,0.6316,-0.6962,-1.2909,0.2411,1.1449,0
1.9094,0.1645,-0.6447,-1.8704,-0.8389,0.7307,0.8021,0.3145,1.3682,-0.5145,0
1.0323,1.2484,-0.1576,-0.4485,-0.1071,0.718,-0.8106,-0.8454,0.3069,0.3165,0
0.1832,-0.4827,-0.9739,1.6799,0.6404,-2.1817,0.1932,0.3532,-0.914,-0.0595,0
-0.4042,0.5519,0.3095,-0.6928,1.5119,2.2286,-0.6102,0.3442,0.9673,-0.31,1
0.9478,-1.1837,-0.4762,-0.2459,-0.3147,0.768,1.1854,0.0114,-0.9523,1.0536,0
-0.0248,2.1173,1.9632,1.1798,1.5898,-0.2271,1.1291,1.2788,-0.0502,-0.2525,1
-0.3,-0.1268,-0.6156,1.0219,1.5075,0.0583,-1.421,-2.9718,0.1695,1.3379,0
1.4929,0.9213,0.5598,-0.3206,2.2436,-0.8503,0.11,-0.0892,1.2974,0.4655,0
0.3872,-0.757,-0.2955,0.4238,0.7985,-0.9086,1.112,1.7763,-0.2094,-1.6272,0
0.4031,-0.9317,1.4491,1.8439,-0.4877,0.2441,0.3723,2.3553,0.5305,0.1817,0
0.8884,-2.4453,0.3491,1.2792,-0.0777,1.5565,-0.5302,-0.5128,0.8811,-0.5385,0
-0.1672,0.6105,-0.3127,0.3882,-0.8872,-0.6621,-1.0255,0.9122,0.8071,-0.6562,0
-0.322,-0.6516,0.3803,-0.9935,-0.0426,0.4987,-0.6805,-1.1568,1.744,-1.9824,0
1.3498,0.9934,0.3779,0.8617,-0.0488,0.6355,0.5882,1.6091,0.8121,1.8189,0
0.4414,0.7856,3.493,1.905,1.614,0.4575,0.7352,1.0546,-1.0902,-0.3664,1
3.2178,1.1489,-0.092,2.3695,1.4987,0.1921,0.7385,-1.3309,0.5942,-0.3417,1
-2.9133,1.4933,0.3188,-0.9253,0.561,-0.1683,1.042,1.0036,0.181,-1.5514,0
1.1887,1.0865,0.8988,-0.3764,1.2551,-0.7549,1.1503,0.8092,-0.0013,-0.1832,0
0.6755,-0.5241,1.0261,-0.659,0.7778,-0.3088,1.5218,-0.3392,0.507,-1.1814,0
0.2646,-0.8741,0.6881,0.9732,0.7221,0.4915,-0.59,1.5205,-0.9809,-0.5033,0
-0.7313,-1.4969,-1.427,-0.4702,-0.1332,-0.5802,-0.6993,-0.086,-1.9657,2.0323,0
1.4638,2.0784,2.3296,0.9074,0.7132,1.0564,-0.4593,-1.9612,1.1855,0.1509,1
0.8395,-0.3658,0.0957,-0.5076,0.1684,-0.5498,1.1839,0.2371,0.5307,-0.0398,0
-0.2993,0.7563,-1.0359,0.8559,-0.7083,-0.0147,0.1324,-0.2311,-1.0513,-0.5458,0
-0.8849,0.6698,0.2301,0.0559,-2.4278,-0.5628,1.449,-0.6922,-1.4269,-0.8668,0
-0.6399,0.1857,-0.0912,-1.7346,-1.0872,-0.5119,-0.9838,-0.0963,0.2778,1.9992,0
2.1763,1.7395,-0.9305,-0.5324,-0.8042,-1.2085,-0.056,0.588,0.5187,0.8708,0
-1.1264,0.7131,-0.8105,2.091,1.117,-0.5658,1.4003,0.1368,0.0519,0.3259,0
-1.5275,-0.4854,-0.4341,0.1214,-1.3295,1.0507,-0.5877,-0.8633,-1.0375,0.0695,0
-0.6493,-0.6797,-0.3275,0.3121,2.0195,0.385,0.6084,1.5469,-0.1541,-0.1379,0
0.3169,1.2454,-2.1156,-1.3365,-2.2022,-1.7787,-0.9869,1.3086,0.9935,-0.5064,0
0.7004,2.4865,-0.1727,-0.195,0.8899,0.5328,-1.4663,-1.0535,1.2581,0.007,1
-0.666,0.1607,-0.5416,-0.095,1.8793,0.5989,-0.5042,-0.5996,-1.2848,0.0323,0
0.3983,0.0892,-2.2787,-1.1393,-1.5191,1.0644,0.3791,-0.3923,0.0569,-1.3371,0
-0.7079,1.5681,-0.8458,-0.4372,1.7371,0.0316,-2.2323,-2.5017,-0.9212,1.5827,0
-0.8728,0.111,-0.0228,2.8094,1.4921,-0.0368,-2.3985,0.2629,-0.1951,0.395,0
0.6347,-0.2421,-2.008,-1.8342,-1.0956,1.1805,-0.4877,0.3484,-0.4122,0.3328,0
-0.2672,-0.5965,-0.0355,-0.2921,-0.6695,-1.5611,-0.7301,2.0015,0.6851,0.6877,0
-1.0983,0.989,-0.1137,0.3264,0.1287,-0.7835,-0.256,0.311,0.4569,1.1032,0
-0.4487,0.553,0.8416,-0.432,-0.3924,-0.072,1.5046,0.2866,-0.4888,0.6793,0
0.2262,-0.4938,0.3789,0.801,-0.3395,-0.7538,-0.7331,0.4236,0.1553,-0.016,0
0.8874,0.7102,0.1711,0.4488,0.256,-0.7223,-0.3468,0.5565,-2.013,0.0904,0
0.8851,0.0195,2.0934,-0.1884,-0.8856,-0.3593,-0.396,0.1393,1.1102,-0.4415,0
0.7294,-0.3597,1.129,-0.6016,0.0861,-0.5163,0.6195,-0.3198,0.5573,-0.1711,0
-1.4797,-0.5389,-1.9141,0.5635,0.4252,-0.7379,2.5649,1.038,0.398,0.6884,0
-1.1004,1.4946,0.4925,-1.0618,-0.1239,-0.3721,-0.8689,-0.2764,0.1252,-1.0996,0
-0.3305,-0.5084,1.3999,-0.0161,-0.0625,0.1394,1.5807,-0.0738,0.2801,0.2886,0
0.6467,-0.4828,-0.2853,-1.8809,0.5398,1.1607,-0.341,-0.7495,-2.207,-1.6473,0
2.3621,2.6187,1.2719,0.0109,-0.4883,-0.7918,-2.3063,0.6469,0.6348,1.8553,1
2.5369,0.8021,1.0018,-2.6857,0.9358,-0.5104,0.0409,-1.1811,-1.8629,0.1942,0
0.2759,-0.7103,1.02,0.1718,-0.527,0.7159,-0.9148,-1.8382,0.1473,-0.3683,0
0.1955,1.1127,-0.9213,-0.2912,-0.837,-0.5375,-0.2623,-1.4941,0.1415,-0.5385,0
-2.3287,2.3359,1.3601,0.2774,-0.4617,-0.1181,1.0407,0.7124,-1.933,-0.0602,0
-0.6701,0.4812,0.7411,-0.6433,0.1996,-1.913,0.3708,-0.7406,-1.5163,-1.0246,0
1.7257,0.3054,-0.1702,1.2624,-0.0208,1.1652,-0.6255,1.5013,-1.4047,-0.7562,0
0.8147,-0.7733,0.2925,0.8072,0.3387,1.1024,-3.0496,0.1112,-0.3704,0.5342,0
-0.9276,-0.0216,0.9503,0.0899,0.4708,-0.3776,-0.2839,0.0263,-0.0689,2.1548,0
-0.5319,-2.0567,-0.7861,-0.5731,-1.0611,-1.0394,0.7869,0.1904,-0.6483,-1.5564,0
-1.0931,-0.5616,1.2476,-0.6119,0.332,0.8129,0.5625,-1.3884,-1.0997,1.5097,0
1.3866,1.6288,2.1143,1.4988,0.4188,0.0291,0.6767,-1.672,-0.2476,-1.4936,1
0.9185,-0.6134,0.8685,0.4341,-0.1971,-0.6728,-0.8387,-0.1632,-1.0915,0.7638,0
0.8799,1.8385,1.0449,-0.567,-1.2971,-0.7317,-0.8081,-0.485,0.0775,1.487,0
0.273,-0.2439,-0.3476,0.6617,1.5114,0.7148,-0.402,0.979,0.8791,-0.1777,0
1.501,-1.2451,-1.981,0.2702,-0.5477,0.1062,-1.2122,-2.1168,-1.0732,1.5233,0
0.1265,-0.05,0.8547,-0.581,-1.6533,-0.7656,-0.655,0.8248,0.6252,-0.8642,0
0.3063,0.6148,1.9126,-0.6607,0.6254,1.4745,0.5273,0.0588,0.153,-0.5541,0
-0.0546,-0.2525,-1.037,-0.2993,0.9019,0.0211,-0.7361,-0.9238,-0.0019,-0.1432,0
-0.7994,0.2085,-0.3259,0.702,-0.9193,-0.4214,1.0286,-0.9239,-1.1228,0.5896,0
0.4703,0.8215,1.2922,1.0228,1.5624,-0.2222,-1.1066,0.6939,-1.8051,0.9874,0
1.0034,0.2383,0.1575,0.7767,2.5965,0.7689,1.8819,-0.954,0.7587,1.4343,1
0.3013,-3.0376,-1.3326,1.3193,1.0402,0.403,0.7957,0.5584,2.48,-0.8355,0
-0.314,0.6132,0.7031,-0.0874,-0.4898,-0.5737,-0.2895,0.7435,0.3116,-0.1905,0
2.3452,1.8686,1.5595,0.7843,2.9909,1.9084,-0.5368,-1.0544,-2.1097,-1.2786,1
